date,text,compound,positive,negative,neutral
2022-02-22,"David Heinemeier Hansson, the Ruby on Rails web development framework creator, took to Twitter on Monday to tell his followers that he was no longer a Bitcoin skeptic. ""I still can't believe that thi… [+1121 chars]",-0.4767,0.0,0.111,0.889
2022-03-15,"Russia's attack on Ukraine is complicating El Salvador's timing in issuing its $1 billion bitcoin bond.
El Salvador, the Central American country that adopted bitcoin as a legal tender last year, an… [+1539 chars]",-0.3818,0.042,0.087,0.871
2022-03-16,"This story is part of War in Ukraine, CNET's coverage of events there and of the wider effects on the world.
Artyom Fedosov was confused when his cab driver announced his credit card had been declin… [+6308 chars]",-0.5574,0.059,0.142,0.799
2022-02-22,"Bitcoin plummeted early this week amid escalating tensions and word of mobilization into Ukraine by Russian troops.
The coin dropped below $40,000 in valuation over the weekend and then fell about 6… [+1816 chars]",-0.4019,0.0,0.076,0.924
2022-02-26,"In this weeks episode, Marina Hyde on oligarchs in London (1m35s), Zoe Williams interviews Charlie Brooker (9m07s), Annie Lord discusses the pros and cons of voice notes (19m11s) and Luke Winkie inve… [+100 chars]",0.0,0.0,0.0,1.0
2022-03-09,"The only scarcity in the world is bitcoin, and everything else including gold can be created indefinitely, according to crypto evangelist Michael Saylor.
In an interview on the PBD Podcast, the chie… [+1679 chars]",0.25,0.057,0.0,0.943
2022-03-08,"March 8 (Reuters) - Bitcoin's been known to freak out when Elon Musk tweets a broken-heart emoji. So why isn't it flying off the handle as we seem to stand on the precipice of World War 3?
That coul… [+4696 chars]",-0.7783,0.0,0.159,0.841
2022-03-01,"(Kitco News) The escalating Russia-Ukraine crisis, new sanctions, and surging oil prices have investors fleeing risk-on assets. And the crypto space is getting its safe-haven appeal back as more peop… [+3790 chars]",-0.5267,0.047,0.115,0.838
2022-02-24,"NEW YORK, Feb 24 (Reuters) - Stablecoins, which are virtual tokens pegged to traditional currencies such as the U.S. dollar, held gains on Thursday in the midst of a sell-off in risk assets such as s… [+2685 chars]",0.25,0.105,0.054,0.842
2022-02-23,"LONDON, Feb 23 (Reuters Breakingviews) - Adversity tends to reveal true character. Its certainly doing so for bitcoin. A rocky period for equities this year and the more recent escalation of geopolit… [+2224 chars]",0.34,0.141,0.076,0.784
2022-03-16,"In cryptocurrency mining, miners need to use computers to solve an incredibly complex puzzle. The person that solves the puzzle first is awarded cryptocurrency. The most powerful computer has the gre… [+5789 chars]",0.8268,0.251,0.0,0.749
2022-02-17,"You have billions in bitcoin and you buy gift cads?
Sounds like parallel construction...becuase the government doesn't want anyone to know how they obtained the private key.
It's sounding more and … [+128 chars]",0.6343,0.147,0.033,0.819
2022-02-28,"LONDON, Feb 28 (Reuters) - Trading volumes between the Russian rouble and the Tether cryptocurrency spiked sharply on Monday as the local currency tumbled to a record low on Western sanctions, data s… [+1745 chars]",-0.2732,0.0,0.062,0.938
2022-02-17,"MEXICO CITY, Feb 16 (Reuters) - President Nayib Bukele on Wednesday asked U.S. senators to stay out of El Salvador's ""internal affairs"" after they called for an investigation into the economic risks … [+1972 chars]",-0.2732,0.0,0.062,0.938
2022-03-15,"The travel services industry and fast-food chains are among those leading the widening acceptance of cryptocurrencies as payment for goods and services, research released Tuesday showed. 
Of the top… [+2321 chars]",0.4588,0.091,0.0,0.909
2022-03-17,"The interest in cryptocurrency platforms is all about moving money, Holden says. My explanation is that these guys want to control and be able to launder money, he explains. If they are able to laund… [+3513 chars]",0.5106,0.109,0.0,0.891
2022-03-13,"President Joe Biden has finally signed his long-awaited executive order on cryptocurrencies and it's not the crackdown many in the community had feared.
For months, the Biden administration has been… [+3472 chars]",-0.4939,0.0,0.094,0.906
2022-03-04,"NEW YORK, March 4 (Reuters) - Speculators' net long positioning in the U.S. dollar dropped in the latest week to the lowest level since mid-August 2021, according to calculations by Reuters and U.S. … [+2777 chars]",-0.3818,0.0,0.075,0.925
2022-03-14,"Inflation rates have expectedly begun to soar upon ongoing conflict between Russia and Ukraine.
Bloomberg | Getty Images
From surge pricing to offset rising fuel costs for rideshare companies like … [+1995 chars]",0.0516,0.074,0.068,0.858
2022-02-26,The West's initial salvo of financial sanctions against Russia failed to deter President Vladimir Putin from launching a full-scale invasion of Ukraine. Now the United States is taking a punitive app… [+1369 chars],-0.5859,0.075,0.176,0.749
2022-03-11,"Bitcoin's bear market has sucked the life out of many popular cryptocurrencies, with the total crypto market capitalization falling from $3 trillion to less than $2 trillion today. But less liquid al… [+1768 chars]",-0.1027,0.052,0.091,0.856
2022-02-28,"The world is leveraging an unlikely weapon amid the war in Ukraine cryptocurrencies.
Ukraine's digital wallets are collecting millions to fund the country's defense; the West is weighing possible cr… [+3573 chars]",-0.6808,0.041,0.167,0.792
2022-03-17,"Like the mining industry, the cryptocurrency mining industry has serious environmental ramifications as a result of the energy-intensive process through which coins are created. But unlike the mining… [+8651 chars]",0.2732,0.107,0.038,0.855
2022-03-11,"(CNN Business)As technology continues to revolutionize the way people live, work and spend, central banks around the globe have kicked off efforts to reinvent their local currencies for the digital e… [+6466 chars]",0.0,0.0,0.0,1.0
2022-03-08,"Behold, Ormeus Coin! A glittering token, a financial wonder of the world, and yet another grand example of what cryptocurrency can offer the world.
...Or, as federal officials see it, a massive scam… [+2480 chars]",0.5093,0.096,0.0,0.904
2022-03-09,"Joe Biden is dipping his toes into crypto. On Wednesday, the president signed a first-of-its-kind executive order outlining a path to regulation of cryptocurrencies and encouraging federal agencies t… [+2590 chars]",0.5267,0.108,0.0,0.892
2022-02-28,"The founder of the now-obsolete cryptocurrency exchange BitConnect has been charged with organizing a $2.4 billion Ponzi scheme after a San Diego grand jury returned an indictment, according to a sta… [+2060 chars]",0.296,0.091,0.055,0.854
2022-02-28,Members of the Conti ransomware gang are now being attacked by one of their own. An insider from the gang has leaked a massive cache of internal chats after its leaders took an aggressive pro-Russian… [+2059 chars],-0.7096,0.0,0.173,0.827
2022-02-17,"Last night, Twitter announced itll allow users to tip accounts via Ethereum.
This is the social networks second crypto announcement in two months, after it enabled NFT-based profile pictures in Janu… [+5114 chars]",0.2263,0.056,0.0,0.944
2022-03-14,"Elon Musk advised Monday that it's better to own ""physical things"" like homes and stocks but added that he won't sell his bitcoin, ether, and dogecoin holdings.
Musk, CEO of Tesla and SpaceX, and th… [+1873 chars]",0.4019,0.096,0.0,0.904
2022-02-27,"Investors around the world, including those in San Diego, were encouraged to buy BitConnect's open-source, decentralized cryptocurrency, called BCC, using Bitcoin for the purchase. Investors would th… [+1311 chars]",0.3612,0.082,0.0,0.918
2022-03-14,"Elon Musk advised Monday that it's better to own ""physical things"" like homes and stocks but added that he won't sell his bitcoin, ether, and dogecoin holdings.
Musk, CEO of Tesla and SpaceX, and th… [+1873 chars]",0.4019,0.096,0.0,0.904
2022-03-14,"Tim Seymour, founder and Chief Investment Officer of Seymour Asset Management, and Meltem Demirors, Chief Strategy Officer of CoinShares, join Melissa Francis in a discussion about cryptocurrencies.… [+17957 chars]",0.5719,0.153,0.0,0.847
2022-02-28,"New York wants to compete with Miami as the US crypto hub, but its residents can't even trade the city's namesake digital token.
According to a report from Bloomberg News, New Yorkers can only mine … [+1448 chars]",0.0,0.0,0.0,1.0
2022-03-14,"Every so often, someone at Motherboard (or a few of my former colleagues who have since left Motherboard) will say something like “we should do something with that old Bitcoin footage.” I always agre… [+3300 chars]",0.3612,0.07,0.0,0.93
2022-02-28,"<ul><li>
Summary</li><li>
Law firms</li><li>
Related documents</li></ul>
The company and law firm names shown above are generated automatically based on the text of the article. We are improving … [+2465 chars]",0.4215,0.091,0.0,0.909
2022-03-03,"Ukraine has announced it will issue non-fungible tokens to fund its armed forces, as cryptocurrency becomes an increasingly popular means of giving support to the government in Kyiv.
Mykhailo Fedoro… [+3251 chars]",0.7845,0.214,0.0,0.786
2022-02-17,"Wall Street institutions' growing connections to crypto markets could threaten financial stability and cause a credit crunch-style financial crisis, global regulators have warned.
The Financial Stab… [+2875 chars]",-0.6705,0.123,0.251,0.627
2022-03-09,"US stocks rose Wednesday, with equities finding some relief as prices for oil that recently have been propelled higher on the back of Russia's invasion of Ukraine oil prices moved lower. 
The S&amp;… [+1476 chars]",0.2263,0.081,0.057,0.862
2022-02-18,"At over two hours long, the wildly popular new YouTube documentary  ""Line Goes Up The Problem With NFTs"" is an exhaustive takedown of the hot new investment vehicle that everyone from Waka Flacka Fla… [+2929 chars]",-0.1027,0.07,0.105,0.825
2022-03-07,"The uncertainty of the market has put gold on track to hit $2,000 per ounce on Monday, reaching levels unseen since August 2020. Palladium, another metal considered a hedge for inflation, reached an … [+1664 chars]",-0.0516,0.087,0.066,0.847
2022-02-25,"Bitstamp, Europe's largest cryptocurrency exchange, says it has handed over information on some of its customers to the UK's intelligence agencies, MI5 and MI6. The news suggests that bitcoin and oth… [+470 chars]",0.4767,0.088,0.0,0.912
2022-02-18,"Cryptocurrencies around the world are getting pummeled today. A quick glance at CoinDesk’s tracker will show you a wall of red. At the time of this writing, most major cryptocurrencies are down at le… [+1204 chars]",0.0,0.0,0.0,1.0
2022-03-08,"Over the last few years, cryptocurrencies have entered the mainstream. People are now showing interest in subjects within the crypto ecosystem, like stablecoins, altcoins (altcoins is merely any coin… [+12050 chars]",0.6705,0.159,0.0,0.841
2022-02-24,"Gold and oil are up sharply after recent reports that the Russia-Ukraine conflict is intensifying. 
Spot gold crested $1,940 an ounce Wednesday evening eastern time, its highest level since June 202… [+1320 chars]",-0.3182,0.0,0.067,0.933
2022-03-03,"Right now, theres a lot of talk about the Blockchain and how it will change the world as we know it. However, many people are still trying to understand what the Blockchain is and how it works.
But … [+10990 chars]",0.0,0.0,0.0,1.0
2022-03-08,"10 PagesPosted: 19 Feb 2022
Date Written: February 16, 2022
Abstract
In December 2020, Visa, Mastercard, and Discover stopped processing payments for Pornhub, a website based in Canada that allows… [+460 chars]",-0.2263,0.0,0.06,0.94
2022-03-05,"Some of the crypto donations have already been converted into traditional currency, primarily euros, according to Kuna.io, the Kyiv-based cryptocurrency exchange that helped the government set up and… [+2656 chars]",0.0,0.0,0.0,1.0
2022-03-10,"WASHINGTON, March 10 (Reuters) - A former Canadian government official has been extradited to the United States to face criminal charges alleging he deployed ransomware known as ""NetWalker"" to target… [+1388 chars]",-0.4019,0.079,0.156,0.765
2022-03-08,"BANGKOK, March 8 (Reuters) - Thailand's cabinet on Tuesday relaxed tax rules for investments in digital assets to help promote and develop the industry following a surge in cryptocurrency trading in … [+1316 chars]",0.8481,0.282,0.0,0.718
2022-03-14,"NEW YORK, March 14 (Reuters) - Global investors are scooping up stakes in cryptocurrency funds and companies, as they seek exposure to a sector many believe could withstand the fallout from the Russi… [+3763 chars]",0.0,0.0,0.0,1.0
2022-03-02,"Representations of cryptocurrencies Bitcoin, Ethereum, DogeCoin, Ripple, and Litecoin are seen in front of a displayed Binance logo in this illustration taken, June 28, 2021. REUTERS/Dado Ruvic/Illus… [+1327 chars]",0.0,0.0,0.0,1.0
2022-03-04,"U.S. stock index futures cut some losses on Friday after data pointed to solid jobs growth in February, although lingering concerns about the Ukraine conflict weighed on sentiment.
At 8:57 ET, Dow e… [+3382 chars]",-0.4404,0.102,0.172,0.726
2022-03-02,"Dogecoin is now worth more than rubles, according to Ukraine's Vice Prime Minister Mykhailo Fedorov, who announced today that Ukraine is accepting donations of the memecoin to help fight against Russ… [+1979 chars]",0.5574,0.186,0.067,0.747
2022-02-18,"Trucks participate in a blockade near the parliament building as a demonstration organized by truck drivers opposing vaccine mandates continues on Feb. 17.Scott Olson/Getty Images North America
An O… [+5984 chars]",0.1027,0.048,0.0,0.952
2022-02-28,"Article content
Ontario Superior Court Justice Calum MacLeod ordered the funds to remain in escrow held safe by a third party until March 9 in a hearing Monday morning. The funds were originally fro… [+2087 chars]",0.91,0.301,0.0,0.699
2022-03-10,"Mark Garlick, Science Photo Library/Getty
Canada has handed one of its former government employees over to the US to face charges of digital extortion by ransomware. Upon his arrest, Canadian author… [+1080 chars]",-0.5423,0.0,0.127,0.873
2022-02-28,"Illustration by Carlo Cadenas / The Verge

 

 As Russia’s invasion of Ukraine enters its fifth day, a coalition led by the US and Europe has mounted a coordinated response focused on financial sanc… [+6245 chars]",0.3818,0.077,0.0,0.923
2022-03-11,"The UK is cracking down on crypto ATMs.
Getty
Regulators in the UK are telling owners of cryptocurrency ATMs to shut down their machines or face enforcement action.
The Financial Conduct Authority… [+782 chars]",0.0,0.0,0.0,1.0
2022-02-28,"Airbnb has said it will offer free, temporary housing for up to 100,000 refugees from Ukraine, joining a swathe of companies offering support and donations following the Russian invasion.
The home r… [+2970 chars]",0.7184,0.162,0.0,0.838
2022-02-24,"Shares of top defense stocks gained Thursday after Russia commenced attacks on Ukraine, while global equities overall plunged. 
Northrop Grumman was up about 3%. Lockheed Martin, Raytheon Technologi… [+1154 chars]",0.4939,0.225,0.081,0.694
2022-02-23,"Global stocks rose on Wednesday in cautious trade, while perceived safe-havens such as gold eased, after Western governments unveiled sanctions on Russia after it recognised two eastern regions of Uk… [+3020 chars]",0.2023,0.065,0.042,0.893
2022-03-15,March 15 (Reuters) - Blockchain technology firm ConsenSys said on Tuesday its valuation had more than doubled to over $7 billion after its latest funding round that included investments from SoftBank… [+1748 chars],0.0,0.0,0.0,1.0
2022-03-03,"These files contain multiple languages.
This Talk was translated into multiple languages. The files available
for download contain all languages as separate audio-tracks. Most
desktop video player… [+96 chars]",0.0,0.0,0.0,1.0
2022-03-03,"LONDON, March 3 (Reuters) - Ukraine will unveil plans for NFTs to support its armed forces, its vice-prime minister said on Thursday, the latest move in Kyiv's efforts to raise funds in crypto assets… [+1555 chars]",0.4019,0.076,0.0,0.924
2022-03-05,"Earlier today, I received a scam email that impersonates the Ukrainian Red Cross. It attempts to solicit donations via Bitcoin. The email is almost certainly not related to any valid Red Cross effort… [+1551 chars]",-0.3804,0.057,0.101,0.842
